TYPE,WDPAID,NAME,ORIG_NAME,DESIG,DESIG_ENG,DESIG_TYPE,MARINE,STATUS_YR,age,ISO3,mean_access,meanHDIall,AREA,logArea,veg_diversity,veg_factor,total_pop,Wildlifepop,Sprich,Visitation_rate,logVis
Polygon,862,Akagera,Akagera,National Park,National Park,National,0,1934,86,RWA,138.4290484,0.358538462,1027.01272,3.011575823,12,Mosaic,12944313.78,2335,529,25571.44444,4.40775526
Polygon,924,Lake Manyara National Park,Lake Manyara National Park,National Park,National Park,National,0,1960,60,TZA,133.5793651,0.429923077,108.5529847,2.035641769,12,Water bodies,2373838.157,2610,592,71693.2,4.855477965
Polygon,301881,Agulhas National Park,Agulhas National Park,National Park,National Park,National,0,1999,21,ZAF,119.0035461,0.634923077,201.7855551,2.304890074,12,Forest,8428.045899,1295,304,39396,4.595452129
Polygon,881,Garden Route National Park,Garden Route National Park,National Park,National Park,National,1,1964,56,ZAF,118.5974796,0.634923077,1267.075674,3.102802553,12,Forest,346553.1221,1414,337,490992,5.691074416
Polygon,957,Queen Elizabeth,Queen Elizabeth,National Park,National Park,National,0,1952,68,UGA,116.8776596,0.405307692,2112.680452,3.324833814,12,Mosaic,12617438.52,2753,736,19119,4.281465173
Polygon,873,Kruger National Park,Kruger National Park,National Park,National Park,National,0,1926,94,ZAF,110.5858099,0.634923077,19260.38888,4.284665052,12,Mosaic,596514.7414,2694,565,1892128,6.276950513
Polygon,1441,Lake Mburo,Lake Mburo,National Park,National Park,National,0,1982,38,UGA,76.55082742,0.405307692,368.8447583,2.566843616,12,Mosaic,6375628.016,2235,552,9119,3.959947216
Polygon,9741,Parc National d'El-Kala,Parc National d'El-Kala,Parc National,National Park,National,0,1983,37,DZA,66.08389831,0.663346154,821.5852136,2.914652614,12,Forest,3465345.648,407,238,#N/A,0
Polygon,15089,Ifrane National Park,Ifrane National Park,Parc National,National Park,National,0,2004,16,MAR,57.71113689,0.5525,1241.144437,3.093822325,12,Mosaic,5104898.68,400,216,#N/A,0
Polygon,762,Lake Nakuru,Lake Nakuru,National Park,National Park,National,0,1968,52,KEN,34.25446429,0.486961538,191.6403685,2.282486997,12,Mosaic,7905297.805,2429,587,163469.5,5.213436734
Polygon,19297,Udzungwa Mountains National Park,Udzungwa Mountains National Park,National Park,National Park,National,0,1992,28,TZA,333.114541,0.429923077,2095.266344,3.321239237,13,Forest,1741893.993,2489,582,1286.333333,3.109353524
Polygon,916,Serengeti National Park,Serengeti National Park,National Park,National Park,National,0,1951,69,TZA,276.2281104,0.429923077,13123.05031,4.118034794,13,Grassland,9120449.601,2784,626,147879.2,5.169907092
Polygon,920,Tarangire National Park,Tarangire National Park,National Park,National Park,National,0,1970,50,TZA,208.9219719,0.429923077,2627.196578,3.41949257,13,Mosaic,3257032.831,2593,585,55134,4.741419502
Polygon,1084,Kundelungu,Kundelungu,Parc National,National Park,National,0,1939,81,COD,198.9832671,0.364653846,8092.267062,3.908070207,13,Forest,5791914.04,2176,509,#N/A,0
Polygon,919,Mikumi National Park,Mikumi National Park,National Park,National Park,National,0,1964,56,TZA,192.1895236,0.429923077,3239.875207,3.510528282,13,Forest,2079827.648,2545,574,13229.4,4.121540148
Polygon,956,Murchison Falls,Murchison Falls,National Park,National Park,National,0,1952,68,UGA,167.4518112,0.405307692,3903.829393,3.59149083,13,Mosaic,7564013.052,2587,666,29855,4.475017076
Polygon,755,Meru,Meru,National Park,National Park,National,0,1966,54,KEN,164.3457031,0.486961538,880.8120399,2.944883242,13,Mosaic,3387325.514,2232,520,15545.5,4.191604695
Polygon,17368,West Coast National Park,West Coast National Park,National Park,National Park,National,1,1985,35,ZAF,57.20601852,0.634923077,354.7818401,2.549961382,13,Forest,53378.93963,1127,258,#N/A,0
Polygon,1079,Upemba,Upemba,Parc National,National Park,National,0,1939,81,COD,356.5155248,0.364653846,13526.83301,4.131196129,14,Forest,4289308.04,2256,529,#N/A,0
Polygon,9035,Quirimbas,Quirimbas,National Park,National Park,National,0,2002,18,MOZ,200.383442,0.318769231,8384.395528,3.923471758,14,Shrubland,1590128.215,1715,364,#N/A,0
Polygon,348,National Park Quiçãma,National Park Quiçãma,National Park,National Park,National,0,1957,63,AGO,173.5503197,0.462764706,8662.086358,3.937622509,14,Mosaic,8656460.501,1686,396,#N/A,0
Polygon,19564,Tsavo West,Tsavo West,National Park,National Park,National,0,1948,72,KEN,190.8766659,0.486961538,7077.698047,3.849892031,15,Grassland,4469830.668,2798,665,86984,4.939439375
Polygon,300408,Table Mountain National Park,Table Mountain National Park,National Park,National Park,National,0,1998,22,ZAF,12.03389831,0.634923077,221.6713987,2.345709662,15,Forest,1331999.229,1199,313,#N/A,0
Polygon,922,Kilimanjaro National Park,Kilimanjaro National Park,National Park,National Park,National,0,1973,47,TZA,147.7459509,0.429923077,1860.296251,3.269582111,16,Forest,3691301.715,2799,654,24168.4,4.3832479
Polygon,166889,Virunga,Virunga,Parc National,National Park,National,0,1925,95,COD,160.3052977,0.364653846,7878.932383,3.896467373,17,Forest,23420553.91,3065,849,#N/A,0
