B.L..Scientific.name,order.Birdlife,family_name.Birdlife,Birdlife.Common.name.x,Colour.richness,BCI,Distinct.patterning,Unusual.appendages,Unusual.adornments,IUCNstatus,Extinction.risk,migration,tp,tl,habitat_1,colonial,log.mass,Africa.log.Range,ED_score,Sources
Hedydipna metallica,PASSERIFORMES,Nectariniidae,Nile Valley Sunbird,8,0.064285714,1,1,1,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,0.857332485,5.946808043,7.791189,2
Melaenornis annamarulae,PASSERIFORMES,Muscicapidae,Nimba Flycatcher,2,0.041666667,0,0,0,VU,3,1,Diurnal,Carnivore,Forest,Not colonial,1.600972912,5.122197488,4.376857,3
Himantornis haematopus,GRUIFORMES,Rallidae,Nkulengu Rail,4,0,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,2.769377326,6.371338574,16.686054,4
Myrmecocichla aethiops,PASSERIFORMES,Muscicapidae,Northern Anteater-chat,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.752816431,6.34162284,6.251883,3
Geronticus eremita,PELECANIFORMES,Threskiornithidae,Northern Bald Ibis,4,0.069444444,1,0,0,CR,1,4,Diurnal,Omnivore,Artificial,Colonial,3.079904468,4.320716917,19.508976,8
Afrotis afraoides,OTIDIFORMES,Otididae,Northern Black Bustard,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.872156273,6.286283107,11.128239,4
Melaenornis edolioides,PASSERIFORMES,Muscicapidae,Northern Black-flycatcher,1,0,0,0,0,LC,5,1,Diurnal,Carnivore,Artificial,Not colonial,1.487138375,6.582639532,4.378722,2
Phyllastrephus strepitans,PASSERIFORMES,Pycnonotidae,Northern Brownbul,4,0.020833333,1,0,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,1.432969291,6.12820168,7.151189,1
Ploceus castanops,PASSERIFORMES,Ploceidae,Northern Brown-throated Weaver,5,0.020833333,1,0,0,LC,5,1,Diurnal,Herbivore,Aquatic,Colonial,1.33243846,5.286413091,2.833551,1
Merops nubicus,CORACIIFORMES,Meropidae,Northern Carmine Bee-eater,4,0.057692308,1,1,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Colonial,1.627365857,6.918615851,8.490345,7
Sylvietta brachyura,PASSERIFORMES,Macrosphenidae,Northern Crombec,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,0.908485019,6.770221683,10.934481,3
Cinnyris reichenowi,PASSERIFORMES,Nectariniidae,Northern Double-collared Sunbird,7,0.058333333,1,1,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,0.832508925,5.382284015,5.508424,3
Morus bassanus,SULIFORMES,Sulidae,Northern Gannet,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,3.477048866,4.474429306,13.334484,2
Macronectes halli,PROCELLARIIFORMES,Procellariidae,Northern Giant Petrel,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,3.628286731,3.629705205,10.552492,1
Passer griseus,PASSERIFORMES,Passeridae,Northern Grey-headed Sparrow,5,0.020833333,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Colonial,1.378397894,7.020977725,6.594039,2
Bucorvus abyssinicus,BUCEROTIFORMES,Bucerotidae,Northern Ground-hornbill,4,0.041666667,1,1,1,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,3.602059991,6.651371745,19.0583,6
Ploceus taeniopterus,PASSERIFORMES,Ploceidae,Northern Masked Weaver,7,0.029411765,1,0,0,LC,5,1,Diurnal,Herbivore,Aquatic,Colonial,1.247973266,5.27351208,1.638215,1
Turdoides hypoleuca,PASSERIFORMES,Leiotrichidae,Northern Pied Babbler,4,0,1,0,0,LC,5,1,Diurnal,Omnivore,Shrubland,Not colonial,1.86923172,4.948792252,2.746554,3
Anas acuta,ANSERIFORMES,Anatidae,Northern Pintail,5,0.033333333,1,0,0,LC,5,4,Diurnal,Herbivore,Aquatic,Not colonial,2.976120618,6.936533004,2.166222,2
Dryoscopus gambensis,PASSERIFORMES,Malaconotidae,Northern Puffback,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.503790678,6.748706397,8.191354,1
Euplectes franciscanus,PASSERIFORMES,Ploceidae,Northern Red Bishop,7,0.032608696,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.204119983,6.511134428,3.54277,2
Spatula clypeata,ANSERIFORMES,Anatidae,Northern Shoveler,6,0.044117647,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,2.787460475,6.685235283,1.611244,1
Oenanthe oenanthe,PASSERIFORMES,Muscicapidae,Northern Wheatear,5,0,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Not colonial,1.485721432,7.008859548,5.439574,2
Eurocephalus ruppelli,PASSERIFORMES,Laniidae,Northern White-crowned Shrike,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.70457945,6.262801171,13.872981,1
Ptilopsis leucotis,STRIGIFORMES,Strigidae,Northern White-faced Owl,3,0,1,0,1,LC,5,1,Nocturnal,Carnivore,Forest,Not colonial,2.309630167,6.919147378,8.204307,6
Neotis nuba,OTIDIFORMES,Otididae,Nubian Bustard,6,0.014705882,1,0,0,NT,4,1,Diurnal,Omnivore,Open vegetation,Not colonial,3.7355989,6.37744029,19.884336,3
Caprimulgus nubicus,CAPRIMULGIFORMES,Caprimulgidae,Nubian Nightjar,6,0.014705882,1,0,0,LC,5,1,Nocturnal,Carnivore,Shrubland,Not colonial,1.692846919,5.759915912,10.552533,1
Campethera nubica,PICIFORMES,Picidae,Nubian Woodpecker,6,0.019230769,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.775974331,6.50948703,3.519217,2
Apus niansae,CAPRIMULGIFORMES,Apodidae,Nyanza Swift,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Artificial,Colonial,1.511883361,5.578995565,6.8952,3
Agapornis lilianae,PSITTACIFORMES,Psittacidae,Nyasa Lovebird,5,0.065217391,1,0,0,NT,4,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.571708823,5.31742618,3.806838,6
Spizocorys obbiensis,PASSERIFORMES,Alaudidae,Obbia Lark,4,0.027777778,1,0,0,NT,4,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.131939295,4.741347938,5.542296,1
Geokichla oberlaenderi,PASSERIFORMES,Turdidae,Oberländer's Ground-thrush,4,0.041666667,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.637489745,4.719877406,7.182242,1
Fraseria olivascens,PASSERIFORMES,Muscicapidae,Olivaceous Flycatcher,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.191730393,6.104387506,6.916543,1
Merops superciliosus,CORACIIFORMES,Meropidae,Olive Bee-eater,5,0.038461538,1,1,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,1.58546073,6.563554129,4.975203,2
Chlorophoneus olivaceus,PASSERIFORMES,Malaconotidae,Olive Bush-shrike,5,0,1,0,0,LC,5,2,Diurnal,Carnivore,Forest,Not colonial,1.526339277,5.498328724,9.099164,2
Bostrychia olivacea,PELECANIFORMES,Threskiornithidae,Olive Ibis,5,0.071428571,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,3.123914411,5.904010708,14.776141,3
Cercococcyx olivinus,CUCULIFORMES,Cuculidae,Olive Long-tailed Cuckoo,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.818885415,6.265077545,10.965582,3
Cyanomitra olivacea,PASSERIFORMES,Nectariniidae,Olive Sunbird,5,0,1,1,0,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,0.897627097,6.729897353,7.656604,2
Turdus olivaceus,PASSERIFORMES,Turdidae,Olive Thrush,6,0.03125,1,0,0,LC,5,2,Diurnal,Omnivore,Forest,Not colonial,1.860576826,5.586003085,6.444855,1
Dendropicos griseocephalus,PICIFORMES,Picidae,Olive Woodpecker,4,0.020833333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.612783857,6.340398801,5.499026,2
Cinnyris chloropygius,PASSERIFORMES,Nectariniidae,Olive-bellied Sunbird,8,0.051470588,1,1,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,0.792391676,6.63270354,6.890783,2
Dessonornis anomalus,PASSERIFORMES,Muscicapidae,Olive-flanked Robin-chat,6,0,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,1.389166084,5.101141466,8.896911,1
Camaroptera chloronota,PASSERIFORMES,Cisticolidae,Olive-green Camaroptera,1,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.056904851,6.218955242,8.119691,1
Ploceus olivaceiceps,PASSERIFORMES,Ploceidae,Olive-headed Weaver,7,0.014705882,1,0,0,NT,4,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.320665467,5.369050505,2.913761,2
Hippolais olivetorum,PASSERIFORMES,Acrocephalidae,Olive-tree Warbler,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Artificial,Not colonial,1.243038049,6.265630296,7.932085,1
Geokichla gurneyi,PASSERIFORMES,Turdidae,Orange Ground-thrush,4,0.03125,1,0,0,LC,5,2,Diurnal,Carnivore,Forest,Not colonial,1.751535711,5.627596419,7.988314,4
Scleroptila gutturalis,GALLIFORMES,Phasianidae,Orange River Francolin,6,0.016666667,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.579783597,6.171182685,3.461697,1
Ploceus aurantius,PASSERIFORMES,Ploceidae,Orange Weaver,6,0.035714286,1,0,0,LC,5,1,Diurnal,Herbivore,Aquatic,Colonial,1.361727836,5.6432685,2.899739,1
Chlorophoneus sulfureopectus,PASSERIFORMES,Malaconotidae,Orange-breasted Bush-shrike,6,0.015625,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.432969297,6.942067504,9.314974,2
Stiphrornis erythrothorax,PASSERIFORMES,Muscicapidae,Orange-breasted Forest-robin,7,0.029411765,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.193124609,6.453339453,12.406283,2
Anthobaphes violacea,PASSERIFORMES,Nectariniidae,Orange-breasted Sunbird,9,0.051282051,1,1,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,0.973127854,4.92454628,6.080917,8
Estrilda melpoda,PASSERIFORMES,Estrildidae,Orange-cheeked Waxbill,6,0.026315789,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,0.880813592,6.571711052,2.437366,3
Cinnyris bouvieri,PASSERIFORMES,Nectariniidae,Orange-tufted Sunbird,9,0.076923077,1,1,0,LC,5,1,Diurnal,Omnivore,Artificial,Not colonial,0.939519253,5.550846673,7.123297,1
Pytilia afra,PASSERIFORMES,Estrildidae,Orange-winged Pytilia,7,0.0125,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.220108098,6.528792294,3.182282,1
Linurgus olivaceus,PASSERIFORMES,Fringillidae,Oriole Finch,6,0,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.307496022,5.328186758,6.680708,1
Hypergerus atriceps,PASSERIFORMES,Cisticolidae,Oriole Warbler,8,0.03125,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.474216253,6.361846178,10.186955,5
Pandion haliaetus,ACCIPITRIFORMES,Pandionidae,Osprey,2,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,3.171872656,7.336494143,56.063247,6
Accipiter ovampensis,ACCIPITRIFORMES,Accipitridae,Ovambo Sparrowhawk,2,0,1,0,0,LC,5,3,Diurnal,Carnivore,Open vegetation,Not colonial,2.290034611,6.862388758,7.795984,2
Pluvialis fulva,CHARADRIIFORMES,Charadriidae,Pacific Golden Plover,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,2.130333768,5.418917131,14.587321,2
Melierax canorus,ACCIPITRIFORMES,Accipitridae,Pale Chanting-goshawk,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.829303773,6.348867901,10.967195,8
Agricola pallidus,PASSERIFORMES,Muscicapidae,Pale Flycatcher,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.37291201,6.95870735,7.260345,2
Prinia somalica,PASSERIFORMES,Cisticolidae,Pale Prinia,5,0.015625,1,1,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,0.875061263,6.104513141,5.624268,1
Ptyonoprogne obsoleta,PASSERIFORMES,Hirundinidae,Pale Rock Martin,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Not colonial,1.008600172,6.499757057,5.219147,1
Carpospiza brachydactyla,PASSERIFORMES,Passeridae,Pale Sparrow,5,0,1,0,0,LC,5,4,Diurnal,Herbivore,Open vegetation,Colonial,1.348304863,5.119984781,18.472701,1
Lophoceros pallidirostris,BUCEROTIFORMES,Bucerotidae,Pale-billed Hornbill,3,0,1,0,1,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,2.369215857,6.291692794,9.977728,4
Illadopsis rufipennis,PASSERIFORMES,Pellorneidae,Pale-breasted Illadopsis,4,0.027777778,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.346352974,6.306704275,5.765279,1
Nigrita luteifrons,PASSERIFORMES,Estrildidae,Pale-fronted Nigrita,4,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.120573925,6.421704786,3.816347,1
Phyllastrephus fulviventris,PASSERIFORMES,Pycnonotidae,Pale-olive Greenbul,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.525044807,5.182092814,6.322534,1
Cinnyris osea,PASSERIFORMES,Nectariniidae,Palestine Sunbird,6,0.076923077,1,1,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,0.857332496,5.325566243,5.907373,2
Onychognathus nabouroup,PASSERIFORMES,Sturnidae,Pale-winged Starling,4,0.038461538,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Colonial,2.017033339,5.992310207,10.147172,4
Larus ichthyaetus,CHARADRIIFORMES,Laridae,Pallas's Gull,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,3.144262774,5.430968894,2.197013,1
Circus macrourus,ACCIPITRIFORMES,Accipitridae,Pallid Harrier,3,0,0,0,0,NT,4,4,Diurnal,Carnivore,Open vegetation,Not colonial,2.589391023,7.287610671,6.247516,4
Indicator meliphilus,PICIFORMES,Indicatoridae,Pallid Honeyguide,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.15075644,6.171983713,7.722469,1
Apus pallidus,CAPRIMULGIFORMES,Apodidae,Pallid Swift,4,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,1.622214023,6.730437893,6.856644,1
Gypohierax angolensis,ACCIPITRIFORMES,Accipitridae,Palm-nut Vulture,4,0,1,0,0,LC,5,4,Diurnal,Herbivore,Open vegetation,Not colonial,3.204119983,6.98642671,30.249976,9
Macronyx aurantiigula,PASSERIFORMES,Motacillidae,Pangani Longclaw,6,0.029411765,1,1,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.595496222,5.573048652,6.612347,1
Crithagra koliensis,PASSERIFORMES,Fringillidae,Papyrus Canary,4,0,1,0,0,LC,5,1,Diurnal,Herbivore,Aquatic,Not colonial,1.133538908,4.737305216,3.232542,3
Laniarius mufumbiri,PASSERIFORMES,Malaconotidae,Papyrus Gonolek,6,0,1,0,0,NT,4,1,Diurnal,Carnivore,Aquatic,Not colonial,1.618048097,4.995464893,6.160032,7
Calamonastides gracilirostris,PASSERIFORMES,Acrocephalidae,Papyrus Yellow Warbler,4,0.027777778,1,0,0,VU,3,1,Diurnal,Carnivore,Aquatic,Not colonial,1.033423755,4.880008935,10.346463,3
Passer gongonensis,PASSERIFORMES,Passeridae,Parrot-billed Sparrow,5,0.019230769,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Colonial,1.600972896,6.050515267,5.274817,1
Hirundo dimidiata,PASSERIFORMES,Hirundinidae,Pearl-breasted Swallow,3,0.076923077,1,0,0,LC,5,4,Diurnal,Carnivore,Open vegetation,Not colonial,1.08278537,6.564610647,7.797161,1
Glaucidium perlatum,STRIGIFORMES,Strigidae,Pearl-spotted Owlet,4,0.027777778,1,0,1,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.903089987,7.076163575,11.339737,6
Cisticola brunnescens,PASSERIFORMES,Cisticolidae,Pectoral-patch Cisticola,6,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,0.903089987,5.664993146,4.215198,1
Scotopelia peli,STRIGIFORMES,Strigidae,Pel's Fishing-owl,6,0.013888889,1,0,0,LC,5,1,Nocturnal,Carnivore,Aquatic,Not colonial,3.291479852,6.666606472,6.213575,21
Treron pembaensis,COLUMBIFORMES,Columbidae,Pemba Green-pigeon,6,0,1,0,0,VU,3,1,Diurnal,Herbivore,Forest,Not colonial,2.285926985,2.958226351,7.196067,2
Otus pembaensis,STRIGIFORMES,Strigidae,Pemba Scops-owl,3,0.035714286,1,0,1,VU,3,1,Nocturnal,Carnivore,Forest,Not colonial,1.97433671,2.986969173,5.2969,1
Zosterops vaughani,PASSERIFORMES,Zosteropidae,Pemba White-eye,5,0.026315789,1,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.086445067,2.986958109,1.316314,2
Caprimulgus vexillarius,CAPRIMULGIFORMES,Caprimulgidae,Pennant-winged Nightjar,7,0.013157895,1,1,1,LC,5,4,Nocturnal,Carnivore,Aquatic,Not colonial,1.859738566,6.820841008,9.696323,8
Falco peregrinus,FALCONIFORMES,Falconidae,Peregrine Falcon,3,0,1,0,0,LC,5,4,Diurnal,Carnivore,Bare habitat,Not colonial,2.871030563,7.222089838,3.932677,7
Campephaga petiti,PASSERIFORMES,Campephagidae,Petit's Cuckooshrike,3,0.0625,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.496237545,5.706596713,6.635256,2
Bubo ascalaphus,STRIGIFORMES,Strigidae,Pharaoh Eagle-owl,5,0,1,0,1,LC,5,1,Nocturnal,Carnivore,Shrubland,Not colonial,2.958907295,6.465841838,5.759868,4
Ptilostomus afer,PASSERIFORMES,Corvidae,Piapiac,3,0,0,1,0,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,2.10720997,6.576673168,12.959881,5
Recurvirostra avosetta,CHARADRIIFORMES,Recurvirostridae,Pied Avocet,2,0,1,1,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.482873584,7.074987428,10.487141,5
Corvus albus,PASSERIFORMES,Corvidae,Pied Crow,3,0,0,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,2.719331287,7.276302928,3.110604,1
Ceryle rudis,CORACIIFORMES,Alcedinidae,Pied Kingfisher,2,0,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Not colonial,1.926342447,7.206085995,21.964098,5
Hirundo leucosoma,PASSERIFORMES,Hirundinidae,Pied-winged Swallow,2,0.071428571,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,1.208633295,6.142886634,6.285229,3
Pelecanus rufescens,PELECANIFORMES,Pelecanidae,Pink-backed Pelican,4,0,1,1,1,LC,5,1,Diurnal,Carnivore,Aquatic,Colonial,3.735997884,7.133411712,22.671437,9
Spizocorys conirostris,PASSERIFORMES,Alaudidae,Pink-billed Lark,6,0.017857143,1,0,0,LC,5,3,Diurnal,Herbivore,Open vegetation,Not colonial,1.155336043,6.052385685,5.575671,1
Dryoscopus angolensis,PASSERIFORMES,Malaconotidae,Pink-footed Puffback,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.556302501,5.570935975,7.98391,1
Hypargos margaritatus,PASSERIFORMES,Estrildidae,Pink-throated Twinspot,5,0.020833333,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,1.107209976,5.185511796,6.665372,6
Pterocles alchata,PTEROCLIFORMES,Pteroclidae,Pin-tailed Sandgrouse,7,0.011904762,1,0,0,LC,5,4,Diurnal,Herbivore,Artificial,Not colonial,2.454463733,5.872400572,19.382161,1
Vidua macroura,PASSERIFORMES,Viduidae,Pin-tailed Whydah,3,0,1,1,1,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,1.197280558,7.118005344,4.740052,1
Eurillas curvirostris,PASSERIFORMES,Pycnonotidae,Plain Greenbul,5,0,0,0,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.396199347,6.54395689,10.72964,1
Caprimulgus inornatus,CAPRIMULGIFORMES,Caprimulgidae,Plain Nightjar,5,0.016666667,1,0,0,LC,5,4,Nocturnal,Carnivore,Open vegetation,Not colonial,1.685797721,6.908580843,12.460893,1
Apus unicolor,CAPRIMULGIFORMES,Apodidae,Plain Swift,2,0,1,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,1.352182518,3.708943286,6.931854,1
Anthreptes reichenowi,PASSERIFORMES,Nectariniidae,Plain-backed Sunbird,5,0.027777778,1,0,0,NT,4,1,Diurnal,Carnivore,Forest,Not colonial,0.857332485,5.629875181,7.68888,2
Guttera plumifera,GALLIFORMES,Numididae,Plumed Guineafowl,3,0,1,0,1,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,2.942008053,5.921134542,10.217486,3
Stercorarius pomarinus,CHARADRIIFORMES,Stercorariidae,Pomarine Jaeger,2,0,0,0,0,LC,5,4,Diurnal,Carnivore,Aquatic,Not colonial,2.84135947,4.909116793,3.685686,1
Petrochelidon preussi,PASSERIFORMES,Hirundinidae,Preuss's Swallow,6,0.05,1,0,0,LC,5,1,Diurnal,Carnivore,Aquatic,Colonial,1.123851647,6.347491569,7.318515,2
Ploceus preussi,PASSERIFORMES,Ploceidae,Preuss's Weaver,4,0.020833333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.499687088,5.768328974,2.877639,1
Chlorocichla prigoginei,PASSERIFORMES,Pycnonotidae,Prigogine's Greenbul,5,0.027777778,1,0,0,EN,2,1,Diurnal,Omnivore,Forest,Not colonial,1.5210522,2.938814512,8.018862,1
Caprimulgus prigoginei,CAPRIMULGIFORMES,Caprimulgidae,Prigogine's Nightjar,7,0.043478261,1,0,0,EN,2,1,Nocturnal,Carnivore,Forest,Not colonial,1.744242328,3.335387961,10.769571,1
Dryoscopus pringlii,PASSERIFORMES,Malaconotidae,Pringle's Puffback,3,0,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,1.294466243,5.651987628,8.004563,1
Batis pririt,PASSERIFORMES,Platysteiridae,Pririt Batis,2,0,1,0,0,LC,5,4,Diurnal,Carnivore,Shrubland,Not colonial,0.970811611,6.189108698,5.919885,2
Crithagra leucoptera,PASSERIFORMES,Fringillidae,Protea Canary,4,0,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,1.344392274,4.888656386,3.167445,1
Macrosphenus pulitzeri,PASSERIFORMES,Macrosphenidae,Pulitzer's Longbill,2,0,1,0,0,EN,2,1,Diurnal,Carnivore,Forest,Not colonial,1.185821949,3.757782094,15.832729,2
Granatina ianthinogaster,PASSERIFORMES,Estrildidae,Purple Grenadier,5,0.044117647,1,0,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,1.149219124,6.160955049,5.447248,4
Ardea purpurea,PELECANIFORMES,Ardeidae,Purple Heron,6,0.016666667,1,1,0,LC,5,4,Diurnal,Carnivore,Aquatic,Colonial,2.986603804,7.259871196,8.7692,7
Vidua purpurascens,PASSERIFORMES,Viduidae,Purple Indigobird,5,0,0,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,1.117271296,5.998046823,2.09678,2
Coracias naevius,CORACIIFORMES,Coraciidae,Purple Roller,6,0.03125,1,0,0,LC,5,4,Diurnal,Omnivore,Open vegetation,Not colonial,2.225309282,6.970786684,11.130995,6
Lamprotornis purpureus,PASSERIFORMES,Sturnidae,Purple Starling,7,0.081081081,1,0,0,LC,5,1,Diurnal,Herbivore,Open vegetation,Not colonial,2.062581984,6.536653309,7.379949,2
Porphyrio porphyrio,GRUIFORMES,Rallidae,Purple Swamphen,4,0.057692308,1,0,1,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,2.899546931,6.808852428,12.276001,3
Cinnyris bifasciatus,PASSERIFORMES,Nectariniidae,Purple-banded Sunbird,7,0.071428571,1,1,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,0.832508925,6.279955697,5.81474,2
Nectarinia purpureiventris,PASSERIFORMES,Nectariniidae,Purple-breasted Sunbird,12,0.065,1,1,0,LC,5,1,Diurnal,Omnivore,Forest,Not colonial,1.06069784,4.846052715,5.766802,5
Gallirex porphyreolophus,MUSOPHAGIFORMES,Musophagidae,Purple-crested Turaco,7,0.048387097,1,1,0,LC,5,1,Diurnal,Herbivore,Shrubland,Not colonial,2.413299764,6.332748572,34.605813,7
Hylopsar purpureiceps,PASSERIFORMES,Sturnidae,Purple-headed Starling,7,0.081081081,1,0,0,LC,5,1,Diurnal,Herbivore,Forest,Not colonial,1.809559715,6.261438457,8.569068,3
Campephaga quiscalina,PASSERIFORMES,Campephagidae,Purple-throated Cuckooshrike,4,0.068181818,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.537819095,6.079154702,7.26832,2
Illadopsis puveli,PASSERIFORMES,Pellorneidae,Puvel's Illadopsis,4,0.020833333,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.684845375,5.722809283,5.494498,1
Batis perkeo,PASSERIFORMES,Platysteiridae,Pygmy Batis,4,0.0625,1,0,0,LC,5,1,Diurnal,Carnivore,Shrubland,Not colonial,0.841984805,5.977326343,6.150124,2
Hedydipna platura,PASSERIFORMES,Nectariniidae,Pygmy Sunbird,11,0.06,1,1,1,LC,5,1,Diurnal,Omnivore,Open vegetation,Not colonial,0.82607479,6.610013813,7.760798,1
Ortyxelos meiffrenii,CHARADRIIFORMES,Turnicidae,Quail-plover,4,0.025,1,0,0,LC,5,4,Diurnal,Omnivore,Open vegetation,Not colonial,1.245512668,6.471969065,34.880201,2
Malimbus racheliae,PASSERIFORMES,Ploceidae,Rachel's Malimbe,6,0.025,1,0,0,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.310037896,5.320264198,3.721006,2
Coracias spatulatus,CORACIIFORMES,Coraciidae,Racquet-tailed Roller,8,0.026315789,1,1,1,LC,5,1,Diurnal,Carnivore,Forest,Not colonial,1.968482949,6.463158255,12.620247,7
Cisticola chiniana,PASSERIFORMES,Cisticolidae,Rattling Cisticola,5,0,1,0,0,LC,5,1,Diurnal,Carnivore,Open vegetation,Not colonial,1.210853365,6.826008709,4.20311,1
Amandava amandava,PASSERIFORMES,Estrildidae,Red Avadavat,4,0.03125,1,0,0,LC,5,1,Diurnal,Herbivore,Artificial,Not colonial,0.963787818,4.384130589,9.284534,1
Loxia curvirostra,PASSERIFORMES,Fringillidae,Red Crossbill,7,0,1,0,1,LC,5,1,Diurnal,Herbivore,Forest,Colonial,1.570916392,5.210052434,2.156287,1
Calidris canutus,CHARADRIIFORMES,Scolopacidae,Red Knot,5,0.027777778,1,0,0,NT,4,4,Diurnal,Carnivore,Aquatic,Not colonial,2.153752684,5.936460608,13.404824,4
